id	project	name	bps	sequences	biome	feature	material	sequencing_type	sequencing_method	avg_seq_length
4452977.3	unknown	Sav_16S_gDNA_denoised	111558	1261	unknown	unknown	unknown	Amplicon	unknown	88.468
4452978.3	unknown	DNApp1-subsampled.denoised	83955	947	unknown	unknown	unknown	Amplicon	unknown	88.654
4452979.3	unknown	DNApp1.denoised	351807	3966	unknown	unknown	unknown	Amplicon	unknown	88.706
4452980.3	unknown	DNApp2-subsampled.denoised	84426	947	unknown	unknown	unknown	Amplicon	unknown	89.151
4452981.3	unknown	DNApp2.denoised	176468	1979	unknown	unknown	unknown	Amplicon	unknown	89.170
4452983.3	unknown	DNApp3-subsampled.denoised	84476	947	unknown	unknown	unknown	Amplicon	unknown	89.204
4452982.3	unknown	DNApp3.denoised	208971	2344	unknown	unknown	unknown	Amplicon	unknown	89.151
4452984.3	unknown	DNApp4-subsampled.denoised	84076	947	unknown	unknown	unknown	Amplicon	unknown	88.781
4452985.3	unknown	DNApp4.denoised	162723	1832	unknown	unknown	unknown	Amplicon	unknown	88.823
4452986.3	unknown	DNApp5-subsampled.denoised	84361	947	unknown	unknown	unknown	Amplicon	unknown	89.082
4452987.3	unknown	DNApp5.denoised	214354	2412	unknown	unknown	unknown	Amplicon	unknown	88.870
4452989.3	unknown	DNApp6-subsampled.denoised	84894	947	unknown	unknown	unknown	Amplicon	unknown	89.645
4452988.3	unknown	DNApp6.denoised	198596	2216	unknown	unknown	unknown	Amplicon	unknown	89.619
4452991.3	unknown	DNApp7-subsampled.denoised	85455	947	unknown	unknown	unknown	Amplicon	unknown	90.238
4452990.3	unknown	DNApp7.denoised	176339	1954	unknown	unknown	unknown	Amplicon	unknown	90.245
4452992.3	unknown	DNApp8-subsampled.denoised	84462	947	unknown	unknown	unknown	Amplicon	unknown	89.189
4452993.3	unknown	DNApp8.denoised	104871	1176	unknown	unknown	unknown	Amplicon	unknown	89.176
4452995.3	unknown	DNApp9-subsampled.denoised	83686	947	unknown	unknown	unknown	Amplicon	unknown	88.370
4452994.3	unknown	DNApp9.denoised	83686	947	unknown	unknown	unknown	Amplicon	unknown	88.370
4452997.3	unknown	RNApp1-subsampled.denoised	26189	305	unknown	unknown	unknown	Amplicon	unknown	85.866
4452996.3	unknown	RNApp1.denoised	80165	923	unknown	unknown	unknown	Amplicon	unknown	86.853
4452998.3	unknown	RNApp2-subsampled.denoised	27198	305	unknown	unknown	unknown	WGS	unknown	89.174
4452999.3	unknown	RNApp2.denoised	40032	447	unknown	unknown	unknown	WGS	unknown	89.557
4453000.3	unknown	RNApp3-subsampled.denoised	27050	305	unknown	unknown	unknown	Amplicon	unknown	88.689
4453001.3	unknown	RNApp3.denoised	58481	665	unknown	unknown	unknown	Amplicon	unknown	87.941
4453018.3	unknown	RNApp4-subsampled.denoised	26818	305	unknown	unknown	unknown	Amplicon	unknown	87.928
4453003.3	unknown	RNApp4.denoised	26818	305	unknown	unknown	unknown	Amplicon	unknown	87.928
4453004.3	unknown	RNApp5-subsampled.denoised	26792	305	unknown	unknown	unknown	Amplicon	unknown	87.843
4453005.3	unknown	RNApp5.denoised	83044	939	unknown	unknown	unknown	WGS	unknown	88.439
4453006.3	unknown	RNApp6-subsampled.denoised	27615	305	unknown	unknown	unknown	Amplicon	unknown	90.541
4453007.3	unknown	RNApp6.denoised	71727	797	unknown	unknown	unknown	WGS	unknown	89.996
4453009.3	unknown	RNApp8-subsampled.denoised	27469	305	unknown	unknown	unknown	Amplicon	unknown	90.062
4453008.3	unknown	RNApp8.denoised	83052	924	unknown	unknown	unknown	Amplicon	unknown	89.883
4453010.3	unknown	RNApp9-subsampled.denoised	26110	305	unknown	unknown	unknown	Amplicon	unknown	85.607
4453011.3	unknown	RNApp9.denoised	150675	1724	unknown	unknown	unknown	Unknown	unknown	87.398
4453064.3	Project for: A1	A1	24954121	64506	freshwater habitat	freshwater habitat	freshwater habitat	WGS	454	386.850
4453083.3	Project for: A5	A5	158829229	409743	freshwater habitat	freshwater habitat	freshwater habitat	WGS	454	387.631
4453147.3	hot_springs-microbial_mat.WGS	Pooled_ambient_Creosote_pyrotag	4797398	12411	soil	soil	soil	Unknown	454	386.544
4453148.3	hot_springs-microbial_mat.WGS	Pooled_ambient_crust	8198098	21391	soil	soil	soil	Unknown	454	383.250
4453149.3	hot_springs-microbial_mat.WGS	Pooled_elevated_creosote_pyrotags	2988393	7781	soil	soil	soil	Unknown	454	384.063
4453150.3	hot_springs-microbial_mat.WGS	Pooled_elevated_crust_pyrotags	6251746	16259	soil	soil	soil	Unknown	454	384.510
4453246.3	Soil microbial community from Rothamsted, Park Grass (METASOIL project)	METASOIL F1 Rothamsted 2009 February 0-21cm Direct MPBIO1O1	358393415	976268	Temperate grasslands	prairie	soil	WGS	454	367.106
4453247.3	Soil microbial community from Rothamsted, Park Grass (METASOIL project)	METASOIL F2a Rothamsted 2009 February 0-21cm Indirect MPBIO1O1	470523038	1094883	Temperate grasslands	prairie	soil	WGS	454	429.747
4453254.3	Soil microbial community from Rothamsted, Park Grass (METASOIL project)	METASOIL F2b Rothamsted 2009 February 0-21cm Indirect MPBIO1O1	321342919	890966	Temperate grasslands	prairie	soil	WGS	454	360.668
4453261.3	Soil microbial community from Rothamsted, Park Grass (METASOIL project)	METASOIL J1 Rothamsted 2009 July 0-21cm Direct MPBIO1O1	465558160	1130719	Temperate grasslands	prairie	soil	WGS	454	411.736
4453256.3	Soil microbial community from Rothamsted, Park Grass (METASOIL project)	METASOIL J4 Rothamsted 2009 July 0-10cm Indirect DNA Tissue	505500140	1135084	Temperate grasslands	prairie	soil	WGS	454	445.342
4453257.3	Soil microbial community from Rothamsted, Park Grass (METASOIL project)	METASOIL F4 Rothamsted 2009 February 0-10cm Indirect DNA Tissue	391415961	946839	Temperate grasslands	prairie	soil	WGS	454	413.392
4453274.3	Soil microbial community from Rothamsted, Park Grass (METASOIL project)	METASOIL F5 Rothamsted 2009 February 0-10cm Indirect Gram positive	256246231	754185	Temperate grasslands	prairie	soil	WGS	454	339.766
4453297.3	OUTO_deepbiosphere	OUTO_II_600	107964811	276230	temperate coniferous forest biome	Cave	Water	WGS	454	390.851
4453374.3	Arenosclera_brasiliensis_metagenome	Water_JF1	45903897	112267	marine pelagic biome	marine habitat	coastal water	WGS	454	408.881
4453375.3	Guanabara Bay Metagenome	GB Site 1-1	30293540	74161	ocean biome	ocean	coastal water	WGS	454	408.483
4453376.3	Guanabara Bay Metagenome	GB Site 1-2	40854519	98542	ocean biome	ocean	coastal water	WGS	454	414.590
4453379.3	Guanabara Bay Metagenome	GB Site 7-1	4575759	11161	estuarine biome	ocean	coastal water	WGS	454	409.978
4453380.3	Guanabara Bay Metagenome	GB Site 7-2	25113811	60464	estuarine biome	ocean	coastal water	WGS	454	415.351
4453381.3	Guanabara Bay Metagenome	GB Site 34-1	6004415	15758	estuarine biome	ocean	coastal water	WGS	454	381.039
4453382.3	Guanabara Bay Metagenome	GB Site 34-2	2718453	6739	estuarine biome	ocean	coastal water	WGS	454	403.391
4453406.3	Soil microbial community from Rothamsted, Park Grass (METASOIL project)	METASOIL J7 Rothamsted 2009 July 0-21cm Direct MoBIO	338504768	938860	Temperate grasslands	prairie	soil	WGS	454	360.549
4453407.3	Soil microbial community from Rothamsted, Park Grass (METASOIL project)	METASOIL F3 Rothamsted 2009 February 0-10cm Indirect in plug	311395302	754829	Temperate grasslands	prairie	soil	WGS	454	412.538
4453433.3	Soil microbial community from Rothamsted, Park Grass (METASOIL project)	METASOIL F6 Rothamsted 2009 February 11-21cm Indirect in plug	308792456	826513	Temperate grasslands	prairie	soil	WGS	454	373.609
4453434.3	Soil microbial community from Rothamsted, Park Grass (METASOIL project)	METASOIL J1a-10 Rothamsted 2010 July 0-21cm Direct MPBIO1O1	433202892	1137813	Temperate grasslands	prairie	soil	WGS	454	380.733
4453435.3	Soil microbial community from Rothamsted, Park Grass (METASOIL project)	METASOIL J1rhizo-10 Rothamsted Rhizosphere 2010 July 0-21cm Direct MPBIO1O1	371406384	1068770	Temperate grasslands	prairie	soil	WGS	454	347.508
4453436.3	Soil microbial community from Rothamsted, Park Grass (METASOIL project)	METASOIL J1b-10 Rothamsted 2010 July 0-21cm Direct MPBIO1O1	343359668	919406	Temperate grasslands	prairie	soil	WGS	454	373.458
4472156.3	Human Microbiome Project (HMP)	SRR059370	2053423627	20330927	terrestrial biome	human-associated habitat	mucus	WGS	unknown	101.000
4453629.3	Peltigera praetextata metatranscriptome - Hodkinson 001	Peltigera	123717376	294551	Temperate broadleaf and mixed forest biome	forest	organic material	MT	454	420.020
4453653.3	Asian longhorned beetle larval midgut metagenome	ALB Trimmed Reads	382939404	1258810	temperate woodland biome	Gut	Feces	WGS	454	304.207
4472155.3	Human Microbiome Project (HMP)	SRR059369	953280016	9438416	terrestrial biome	human-associated habitat	mucus	WGS	unknown	101.000
4454153.3	Project for: pink berry consortia metagenome - Roche 454 data	pink berry consortia - Roche 454 FLX - ncbi SRA SRX332170	94018677	256925	biofilm	biofilm	biofilm	WGS	454	365.938
4454379.3	Project for: HI_Seq	HI_Seq	2004147330	25646790	animal-associated habitat	animal-associated habitat	animal-associated habitat	WGS	illumina	78.144
4454380.3	Project for: LO_Seq	LO_Seq	2005954900	25729279	animal-associated habitat	animal-associated habitat	animal-associated habitat	WGS	illumina	77.964
4454501.3	Guanabara Bay Metagenome	AlphaproteobacteriaPt1	19289101	43894	ocean biome	ocean	coastal water	WGS	454	439.447
4454502.3	Guanabara Bay Metagenome	AlphaproteobacteriaPt7	7069967	16011	estuarine biome	ocean	coastal water	WGS	454	441.569
4454503.3	Guanabara Bay Metagenome	AlphaproteobacteriaPt34	1566362	3682	estuarine biome	ocean	coastal water	WGS	454	425.411
4454504.3	Guanabara Bay Metagenome	GammaproteobacteriaPt1	9689649	21868	ocean biome	ocean	coastal water	WGS	454	443.097
4454505.3	Guanabara Bay Metagenome	GammaproteobacteriaPt7	3906023	8854	estuarine biome	ocean	coastal water	WGS	454	441.159
4454506.3	Guanabara Bay Metagenome	GammaproteobacteriaPt34	1857858	4336	estuarine biome	ocean	coastal water	WGS	454	428.473
4454686.3	Guanabara Bay Metagenome	ActinoPt1	4156721	9139	ocean biome	ocean	coastal water	WGS	454	454.833
4454687.3	Guanabara Bay Metagenome	ActinoPt7	2204460	4856	estuarine biome	ocean	coastal water	WGS	454	453.966
4454688.3	Guanabara Bay Metagenome	ActinoPt34	924872	2094	estuarine biome	ocean	coastal water	WGS	454	441.677
4454689.3	Guanabara Bay Metagenome	FirmicutesPt1	1599598	3565	ocean biome	ocean	coastal water	WGS	454	448.695
4454691.3	Guanabara Bay Metagenome	FirmicutesPt7	815865	1808	estuarine biome	ocean	coastal water	WGS	454	451.253
4454692.3	Guanabara Bay Metagenome	FirmicutesPt34	161316	369	estuarine biome	ocean	coastal water	WGS	454	437.171
4454693.3	Guanabara Bay Metagenome	BacteroidetesChlorobiPt1	6515528	14483	ocean biome	ocean	coastal water	WGS	454	449.874
4454695.3	Guanabara Bay Metagenome	BacteroidetesChlorobiPt7	2496820	5503	estuarine biome	ocean	coastal water	WGS	454	453.720
4454694.3	Guanabara Bay Metagenome	BacteroidetesChlorobiPt34	523029	1188	estuarine biome	ocean	coastal water	WGS	454	440.260
4454696.3	Guanabara Bay Metagenome	CyanoPt1	719065	1611	ocean biome	ocean	coastal water	WGS	454	446.347
4454698.3	Guanabara Bay Metagenome	CyanoPt7	367588	813	estuarine biome	ocean	coastal water	WGS	454	452.138
4454697.3	Guanabara Bay Metagenome	CyanoPt34	91318	207	estuarine biome	ocean	coastal water	WGS	454	441.150
4454699.3	Guanabara Bay Metagenome	BetaprotPt1	2901661	6558	ocean biome	ocean	coastal water	WGS	454	442.461
4454700.3	Guanabara Bay Metagenome	BetaprotPt7	1220287	2742	estuarine biome	ocean	coastal water	WGS	454	445.035
4454701.3	Guanabara Bay Metagenome	BetaprotPt34	711425	1659	estuarine biome	ocean	coastal water	WGS	454	428.828
4454703.3	Guanabara Bay Metagenome	DeltaEpsilonprotPt1	1698704	3828	ocean biome	ocean	coastal water	WGS	454	443.758
4454702.3	Guanabara Bay Metagenome	DeltaEpsilonprotPt7	726671	1605	estuarine biome	ocean	coastal water	WGS	454	452.755
4454704.3	Guanabara Bay Metagenome	DeltaEpsilonprotPt34	195486	452	estuarine biome	ocean	coastal water	WGS	454	432.491
4454959.3	Project for: BSF	BSF reads	94857108	234619	food	food	food	WGS	454	404.303
4454960.3	Project for: bsfm	bsfm reads	53419253	137118	food	food	food	WGS	454	389.586
4455129.3	Project for: 31577 caecal sequences	31577 caecal sequences	6815254	31577	animal-associated habitat	animal-associated habitat	animal-associated habitat	Amplicon	454	215.830
4455159.3	Project for: Mcav decontam stressed	Mcav decontam stressed	31743053	113274	marine habitat	marine habitat	marine habitat	Amplicon	454	280.232
4455158.3	Project for: Mcav decontam healthy	Mcav decontam healthy	16107227	60228	animal-associated habitat	animal-associated habitat	animal-associated habitat	Amplicon	454	267.438
4455295.3	Danish wastewater treatment plants	Aalborg Vest EBPR	161691487	213518	waste water	waste water	waste water	WGS	illumina	757.273
4455374.3	turnbaugh_twins_moafts_v2	469	1680767	7375	feces	feces	feces	Amplicon	pyrosequencing	227.901
4455375.3	turnbaugh_twins_moafts_v2	470	1285156	5579	feces	feces	feces	Amplicon	pyrosequencing	230.356
4455376.3	turnbaugh_twins_moafts_v2	471	1648229	7320	feces	feces	feces	Amplicon	pyrosequencing	225.168
4455377.3	turnbaugh_twins_moafts_v2	472	5120611	22595	feces	feces	feces	Amplicon	pyrosequencing	226.626
4455378.3	turnbaugh_twins_moafts_v2	473	3078786	13421	feces	feces	feces	Amplicon	pyrosequencing	229.401
4455379.3	turnbaugh_twins_moafts_v2	474	663195	2888	feces	feces	feces	Amplicon	pyrosequencing	229.638
4455380.3	turnbaugh_twins_moafts_v2	475	930968	4011	feces	feces	feces	Amplicon	pyrosequencing	232.104
4455381.3	turnbaugh_twins_moafts_v2	476	1114288	4873	feces	feces	feces	Amplicon	pyrosequencing	228.666
4455382.3	turnbaugh_twins_moafts_v2	477	333099	1437	feces	feces	feces	Amplicon	pyrosequencing	231.802
4455383.3	turnbaugh_twins_moafts_v2	478	1017456	4433	feces	feces	feces	Amplicon	pyrosequencing	229.519
4455384.3	turnbaugh_twins_moafts_v2	479	1256050	5424	feces	feces	feces	Amplicon	pyrosequencing	231.573
4455385.3	turnbaugh_twins_moafts_v2	480	994750	4296	feces	feces	feces	Amplicon	pyrosequencing	231.553
4455386.3	turnbaugh_twins_moafts_v2	481	915094	3995	feces	feces	feces	Amplicon	pyrosequencing	229.060
4455387.3	turnbaugh_twins_moafts_v2	482	626754	2721	feces	feces	feces	Amplicon	pyrosequencing	230.340
4455388.3	turnbaugh_twins_moafts_v2	483	3064518	13517	feces	feces	feces	Amplicon	pyrosequencing	226.716
4455389.3	turnbaugh_twins_moafts_v2	484	1571571	6846	feces	feces	feces	Amplicon	pyrosequencing	229.560
4455390.3	turnbaugh_twins_moafts_v2	485	531688	2358	feces	feces	feces	Amplicon	pyrosequencing	225.483
4455391.3	turnbaugh_twins_moafts_v2	486	485387	2105	feces	feces	feces	Amplicon	pyrosequencing	230.588
4455392.3	turnbaugh_twins_moafts_v2	487	1334981	5765	feces	feces	feces	Amplicon	pyrosequencing	231.567
4455393.3	turnbaugh_twins_moafts_v2	488	1007688	4398	feces	feces	feces	Amplicon	pyrosequencing	229.124
4455394.3	turnbaugh_twins_moafts_v2	489	309055	1335	feces	feces	feces	Amplicon	unknown	231.502
4455395.3	turnbaugh_twins_moafts_v2	490	1033488	4476	feces	feces	feces	Amplicon	unknown	230.895
4455396.3	turnbaugh_twins_moafts_v2	491	598207	2599	feces	feces	feces	Amplicon	unknown	230.168
4455397.3	turnbaugh_twins_moafts_v2	492	14652946	63993	feces	feces	feces	Amplicon	unknown	228.977
4455398.3	turnbaugh_twins_moafts_v2	493	1119226	4910	feces	feces	feces	Amplicon	unknown	227.948
4455399.3	turnbaugh_twins_moafts_v2	494	1470560	6255	feces	feces	feces	Amplicon	unknown	235.102
4455400.3	turnbaugh_twins_moafts_v2	495	1540346	6645	feces	feces	feces	Amplicon	unknown	231.805
4455401.3	turnbaugh_twins_moafts_v2	496	677100	2924	feces	feces	feces	Amplicon	unknown	231.566
4455402.3	turnbaugh_twins_moafts_v2	497	1018453	4474	feces	feces	feces	Amplicon	unknown	227.638
4455403.3	turnbaugh_twins_moafts_v2	498	876104	3811	feces	feces	feces	Amplicon	unknown	229.888
4455404.3	turnbaugh_twins_moafts_v2	499	387285	1683	feces	feces	feces	Amplicon	unknown	230.116
4455405.3	turnbaugh_twins_moafts_v2	500	8177182	35795	feces	feces	feces	Amplicon	unknown	228.445
4455406.3	turnbaugh_twins_moafts_v2	501	949156	4091	feces	feces	feces	Amplicon	unknown	232.011
4455407.3	turnbaugh_twins_moafts_v2	502	665233	2915	feces	feces	feces	Amplicon	unknown	228.210
4455408.3	turnbaugh_twins_moafts_v2	503	886069	3757	feces	feces	feces	Amplicon	unknown	235.845
4455409.3	turnbaugh_twins_moafts_v2	504	585744	2556	feces	feces	feces	Amplicon	unknown	229.164
4455410.3	turnbaugh_twins_moafts_v2	505	1941261	8341	feces	feces	feces	Amplicon	unknown	232.737
4455411.3	turnbaugh_twins_moafts_v2	506	404872	1748	feces	feces	feces	Amplicon	unknown	231.620
4455412.3	turnbaugh_twins_moafts_v2	507	504201	2218	feces	feces	feces	Amplicon	unknown	227.322
4455413.3	turnbaugh_twins_moafts_v2	508	824632	3569	feces	feces	feces	Amplicon	unknown	231.054
4455414.3	turnbaugh_twins_moafts_v2	509	384783	1694	feces	feces	feces	Amplicon	unknown	227.145
4455415.3	turnbaugh_twins_moafts_v2	510	505366	2167	feces	feces	feces	Amplicon	unknown	233.210
4455416.3	turnbaugh_twins_moafts_v2	511	12550892	54381	feces	feces	feces	Amplicon	unknown	230.796
4455417.3	turnbaugh_twins_moafts_v2	512	413628	1806	feces	feces	feces	Amplicon	unknown	229.030
4455418.3	turnbaugh_twins_moafts_v2	513	3082205	13477	feces	feces	feces	Amplicon	unknown	228.701
4455419.3	turnbaugh_twins_moafts_v2	514	654741	2822	feces	feces	feces	Amplicon	unknown	232.013
4455420.3	turnbaugh_twins_moafts_v2	515	19573593	85119	feces	feces	feces	Amplicon	unknown	229.956
4455421.3	turnbaugh_twins_moafts_v2	516	803389	3482	feces	feces	feces	Amplicon	unknown	230.726
4455422.3	turnbaugh_twins_moafts_v2	517	437143	1962	feces	feces	feces	Amplicon	unknown	222.805
4455423.3	turnbaugh_twins_moafts_v2	518	919980	4088	feces	feces	feces	Amplicon	unknown	225.044
4455424.3	turnbaugh_twins_moafts_v2	519	730931	3196	feces	feces	feces	Amplicon	unknown	228.702
4455425.3	turnbaugh_twins_moafts_v2	520	1226635	5333	feces	feces	feces	Amplicon	unknown	230.008
4455426.3	turnbaugh_twins_moafts_v2	521	982197	4347	feces	feces	feces	Amplicon	unknown	225.948
4455427.3	turnbaugh_twins_moafts_v2	522	15956128	68911	feces	feces	feces	Amplicon	unknown	231.547
4455428.3	turnbaugh_twins_moafts_v2	523	223138	991	feces	feces	feces	Amplicon	unknown	225.164
4455429.3	turnbaugh_twins_moafts_v2	524	1345468	5943	feces	feces	feces	Amplicon	unknown	226.395
4455430.3	turnbaugh_twins_moafts_v2	525	785863	3484	feces	feces	feces	Amplicon	unknown	225.563
4455431.3	turnbaugh_twins_moafts_v2	526	546603	2402	feces	feces	feces	Amplicon	unknown	227.562
4455432.3	turnbaugh_twins_moafts_v2	527	757786	3379	feces	feces	feces	Amplicon	unknown	224.263
4455433.3	turnbaugh_twins_moafts_v2	528	788720	3376	feces	feces	feces	Amplicon	unknown	233.626
4455434.3	turnbaugh_twins_moafts_v2	529	2328924	10459	feces	feces	feces	Amplicon	unknown	222.672
4455435.3	turnbaugh_twins_moafts_v2	530	616514	2716	feces	feces	feces	Amplicon	unknown	226.993
4455436.3	turnbaugh_twins_moafts_v2	531	1021657	4506	feces	feces	feces	Amplicon	unknown	226.733
4455437.3	turnbaugh_twins_moafts_v2	532	1560424	6788	feces	feces	feces	Amplicon	unknown	229.880
4455438.3	turnbaugh_twins_moafts_v2	533	1342123	5854	feces	feces	feces	Amplicon	unknown	229.266
4455439.3	turnbaugh_twins_moafts_v2	534	739016	3231	feces	feces	feces	Amplicon	unknown	228.727
4455440.3	turnbaugh_twins_moafts_v2	535	10991887	47876	feces	feces	feces	Amplicon	unknown	229.591
4455441.3	turnbaugh_twins_moafts_v2	536	831255	3636	feces	feces	feces	Amplicon	unknown	228.618
4455442.3	turnbaugh_twins_moafts_v2	537	661571	2821	feces	feces	feces	Amplicon	unknown	234.516
4455443.3	turnbaugh_twins_moafts_v2	538	1552705	6547	feces	feces	feces	Amplicon	unknown	237.163
4455444.3	turnbaugh_twins_moafts_v2	539	664979	2916	feces	feces	feces	Amplicon	unknown	228.045
4455445.3	turnbaugh_twins_moafts_v2	540	631439	2753	feces	feces	feces	Amplicon	unknown	229.364
4455446.3	turnbaugh_twins_moafts_v2	541	889834	3841	feces	feces	feces	Amplicon	unknown	231.667
4455447.3	turnbaugh_twins_moafts_v2	542	3316214	14373	feces	feces	feces	Amplicon	unknown	230.725
4455448.3	turnbaugh_twins_moafts_v2	543	426443	1876	feces	feces	feces	Amplicon	unknown	227.315
4455449.3	turnbaugh_twins_moafts_v2	544	1796936	7779	feces	feces	feces	Amplicon	unknown	230.998
4455450.3	turnbaugh_twins_moafts_v2	545	921577	3995	feces	feces	feces	Amplicon	unknown	230.683
4455451.3	turnbaugh_twins_moafts_v2	546	849617	3662	feces	feces	feces	Amplicon	unknown	232.009
4455452.3	turnbaugh_twins_moafts_v2	547	17593762	77416	feces	feces	feces	Amplicon	unknown	227.263
4455453.3	turnbaugh_twins_moafts_v2	548	3679103	15923	feces	feces	feces	Amplicon	unknown	231.056
4455454.3	turnbaugh_twins_moafts_v2	549	291083	1294	feces	feces	feces	Amplicon	unknown	224.948
4455455.3	turnbaugh_twins_moafts_v2	550	833935	3600	feces	feces	feces	Amplicon	unknown	231.649
4455456.3	turnbaugh_twins_moafts_v2	551	999176	4448	feces	feces	feces	Amplicon	unknown	224.635
4455457.3	turnbaugh_twins_moafts_v2	552	1749734	7542	feces	feces	feces	Amplicon	unknown	231.999
4455458.3	turnbaugh_twins_moafts_v2	553	1313375	5680	feces	feces	feces	Amplicon	unknown	231.228
4455459.3	turnbaugh_twins_moafts_v2	554	1740066	7579	feces	feces	feces	Amplicon	unknown	229.590
4455460.3	turnbaugh_twins_moafts_v2	555	534199	2320	feces	feces	feces	Amplicon	unknown	230.258
4455461.3	turnbaugh_twins_moafts_v2	556	495257	2138	feces	feces	feces	Amplicon	unknown	231.645
4455462.3	turnbaugh_twins_moafts_v2	557	1121361	4916	feces	feces	feces	Amplicon	unknown	228.104
4455463.3	turnbaugh_twins_moafts_v2	558	1557570	6775	feces	feces	feces	Amplicon	unknown	229.900
4455464.3	turnbaugh_twins_moafts_v2	559	22684291	99493	feces	feces	feces	Amplicon	unknown	227.999
4455465.3	turnbaugh_twins_moafts_v2	560	927468	4095	feces	feces	feces	Amplicon	unknown	226.488
4455466.3	turnbaugh_twins_moafts_v2	561	3758010	16519	feces	feces	feces	Amplicon	unknown	227.496
4455467.3	turnbaugh_twins_moafts_v2	562	502816	2184	feces	feces	feces	Amplicon	unknown	230.227
4455468.3	turnbaugh_twins_moafts_v2	563	1598790	7045	feces	feces	feces	Amplicon	unknown	226.940
4455469.3	turnbaugh_twins_moafts_v2	564	668549	2865	feces	feces	feces	Amplicon	unknown	233.350
4455470.3	turnbaugh_twins_moafts_v2	565	1537610	6560	feces	feces	feces	Amplicon	unknown	234.392
4455471.3	turnbaugh_twins_moafts_v2	566	595642	2565	feces	feces	feces	Amplicon	unknown	232.219
4455472.3	turnbaugh_twins_moafts_v2	567	473078	2048	feces	feces	feces	Amplicon	unknown	230.995
4455473.3	turnbaugh_twins_moafts_v2	568	698997	3025	feces	feces	feces	Amplicon	unknown	231.073
4455474.3	turnbaugh_twins_moafts_v2	569	1060611	4611	feces	feces	feces	Amplicon	unknown	230.018
4455475.3	turnbaugh_twins_moafts_v2	570	995307	4379	feces	feces	feces	Amplicon	unknown	227.291
4455476.3	turnbaugh_twins_moafts_v2	571	753672	3305	feces	feces	feces	Amplicon	unknown	228.040
4455477.3	turnbaugh_twins_moafts_v2	572	720808	3172	feces	feces	feces	Amplicon	unknown	227.241
4455478.3	turnbaugh_twins_moafts_v2	573	803132	3401	feces	feces	feces	Amplicon	unknown	236.146
4455479.3	turnbaugh_twins_moafts_v2	574	1601763	6892	feces	feces	feces	Amplicon	unknown	232.409
4455480.3	turnbaugh_twins_moafts_v2	575	1397241	5978	feces	feces	feces	Amplicon	unknown	233.731
4455481.3	turnbaugh_twins_moafts_v2	576	761982	3359	feces	feces	feces	Amplicon	unknown	226.848
4455482.3	turnbaugh_twins_moafts_v2	577	445140	1942	feces	feces	feces	Amplicon	unknown	229.217
4455483.3	turnbaugh_twins_moafts_v2	578	736418	3153	feces	feces	feces	Amplicon	unknown	233.561
4455484.3	turnbaugh_twins_moafts_v2	579	3178473	13780	feces	feces	feces	Amplicon	unknown	230.658
4455485.3	turnbaugh_twins_moafts_v2	580	1740588	7518	feces	feces	feces	Amplicon	unknown	231.523
4455486.3	turnbaugh_twins_moafts_v2	581	1230283	5340	feces	feces	feces	Amplicon	unknown	230.390
4455487.3	turnbaugh_twins_moafts_v2	582	1467852	6386	feces	feces	feces	Amplicon	unknown	229.855
4455488.3	turnbaugh_twins_moafts_v2	583	1390379	6065	feces	feces	feces	Amplicon	unknown	229.246
4455489.3	turnbaugh_twins_moafts_v2	584	361974	1597	feces	feces	feces	Amplicon	unknown	226.659
4455490.3	turnbaugh_twins_moafts_v2	585	522116	2306	feces	feces	feces	Amplicon	unknown	226.416
4455491.3	turnbaugh_twins_moafts_v2	586	573375	2507	feces	feces	feces	Amplicon	unknown	228.710
4455492.3	turnbaugh_twins_moafts_v2	587	550993	2445	feces	feces	feces	Amplicon	unknown	225.355
4455493.3	turnbaugh_twins_moafts_v2	588	112191849	487981	feces	feces	feces	Amplicon	unknown	229.910
4455494.3	turnbaugh_twins_moafts_v2	589	2553207	11187	feces	feces	feces	Amplicon	unknown	228.230
4455495.3	turnbaugh_twins_moafts_v2	590	960387	4107	feces	feces	feces	Amplicon	unknown	233.841
4455496.3	turnbaugh_twins_moafts_v2	591	751799	3297	feces	feces	feces	Amplicon	unknown	228.025
4455497.3	turnbaugh_twins_moafts_v2	592	890134	4042	feces	feces	feces	Amplicon	unknown	220.221
4455498.3	turnbaugh_twins_moafts_v2	593	1675495	7270	feces	feces	feces	Amplicon	unknown	230.467
4455499.3	turnbaugh_twins_moafts_v2	594	1824167	8011	feces	feces	feces	Amplicon	unknown	227.708
4455500.3	turnbaugh_twins_moafts_v2	595	1572789	6961	feces	feces	feces	Amplicon	unknown	225.943
4455501.3	turnbaugh_twins_moafts_v2	596	712310	3086	feces	feces	feces	Amplicon	unknown	230.820
4455502.3	turnbaugh_twins_moafts_v2	597	1171876	5069	feces	feces	feces	Amplicon	unknown	231.185
4455503.3	turnbaugh_twins_moafts_v2	598	579010	2533	feces	feces	feces	Amplicon	unknown	228.587
4455504.3	turnbaugh_twins_moafts_v2	599	848168	3706	feces	feces	feces	Amplicon	unknown	228.863
4455505.3	turnbaugh_twins_moafts_v2	600	558044	2406	feces	feces	feces	Amplicon	unknown	231.938
4455506.3	turnbaugh_twins_moafts_v2	601	1007308	4405	feces	feces	feces	Amplicon	unknown	228.674
4455507.3	turnbaugh_twins_moafts_v2	602	12547094	54662	feces	feces	feces	Amplicon	unknown	229.540
